,sentiment,partisan_lean,state,Age.Percent Under 5 Years,Age.Percent Under 18 Years,Age.Percent 65 and Older,Miscellaneous.Percent Female,Ethnicities.White Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,date,state percent vaccinated,state_rate_0,state_rate-7,state_rate+7,state_rate+14,US percent vaccinated,US_rate_0,US_rate-7,US_rate+7,US_rate+14,lottery
139,0.1363636363636363,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-13,44.96,6950.0,5849.0,5365.0,4643.0,48.56,5423.0,6525.0,5697.0,4178.0,0
140,0.1854166666666666,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-13,45.11,6094.0,6092.0,5301.0,4633.0,48.56,5423.0,6525.0,5697.0,4178.0,0
143,0.0952380952380952,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
145,0.4333333333333333,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
149,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
151,0.1363636363636363,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
161,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
162,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
164,0.0,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-13,44.96,6950.0,5849.0,5365.0,4643.0,48.56,5423.0,6525.0,5697.0,4178.0,0
168,0.0,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-13,43.05,4659.0,4620.0,3728.0,3774.0,48.56,5423.0,6525.0,5697.0,4178.0,0
169,-0.1,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-13,38.31,4158.0,4139.0,3091.0,2896.0,48.56,5423.0,6525.0,5697.0,4178.0,0
171,0.1363636363636363,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-13,55.13,7703.0,7406.0,6748.0,5927.0,48.56,5423.0,6525.0,5697.0,4178.0,0
172,0.0121212121212121,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
174,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
176,0.0454545454545454,0.3930639487814836,Utah,7.7,29.0,11.4,49.6,90.6,1.5,14.4,34.0,2021-05-13,42.04,5539.0,5663.0,4737.0,3930.0,48.56,5423.0,6525.0,5697.0,4178.0,0
183,0.6354166666666666,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-13,42.41,5301.0,5305.0,4011.0,3901.0,48.56,5423.0,6525.0,5697.0,4178.0,True
185,0.3444444444444444,0.6059935988395926,Rhode Island,5.1,19.3,17.7,51.3,83.6,8.5,16.3,34.2,2021-05-13,55.82,8506.0,7936.0,10285.0,6045.0,48.56,5423.0,6525.0,5697.0,4178.0,0
189,0.25,0.5865904373280693,Illinois,5.9,22.2,16.1,50.9,76.8,14.6,17.5,34.7,2021-05-13,49.75,6473.0,5911.0,5792.0,5711.0,48.56,5423.0,6525.0,5697.0,4178.0,0
192,0.0,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-13,53.64,7187.0,7963.0,6509.0,5555.0,48.56,5423.0,6525.0,5697.0,4178.0,0
197,0.25,0.4250657174436865,Kansas,6.4,24.0,16.3,50.2,86.3,6.1,12.2,33.4,2021-05-13,44.21,4603.0,4327.0,2748.0,3100.0,48.56,5423.0,6525.0,5697.0,4178.0,0
198,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
206,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-13,52.15,9500.0,6442.0,8282.0,6428.0,48.56,5423.0,6525.0,5697.0,4178.0,False
207,-0.45,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
212,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
213,0.1145833333333333,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
217,0.5,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-13,49.42,9706.0,7863.0,7087.0,7714.0,48.56,5423.0,6525.0,5697.0,4178.0,False
219,0.0,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-13,37.07,5491.0,4503.0,3387.0,2661.0,48.56,5423.0,6525.0,5697.0,4178.0,0
220,0.0,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-13,37.07,5491.0,4503.0,3387.0,2661.0,48.56,5423.0,6525.0,5697.0,4178.0,0
221,0.175,0.5141355934440947,Michigan,5.7,21.5,17.7,50.7,79.2,14.1,5.3,29.1,2021-05-13,45.11,6094.0,6092.0,5301.0,4633.0,48.56,5423.0,6525.0,5697.0,4178.0,0
222,0.0,0.4053555954370895,Louisiana,6.5,23.4,15.9,51.2,62.8,32.8,5.3,24.1,2021-05-13,33.77,2699.0,3206.0,2215.0,2325.0,48.56,5423.0,6525.0,5697.0,4178.0,0
224,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
226,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-13,52.15,9500.0,6442.0,8282.0,6428.0,48.56,5423.0,6525.0,5697.0,4178.0,False
229,0.1818181818181818,0.5830715698544173,Oregon,5.4,20.5,18.2,50.4,86.7,2.2,13.4,33.7,2021-05-13,49.42,9706.0,7863.0,7087.0,7714.0,48.56,5423.0,6525.0,5697.0,4178.0,False
230,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
231,0.1507936507936508,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
238,-0.0333333333333333,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
240,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
241,0.046875,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-13,44.96,6950.0,5849.0,5365.0,4643.0,48.56,5423.0,6525.0,5697.0,4178.0,0
242,0.0,0.5363951364856667,Minnesota,6.2,23.1,16.3,50.2,83.8,7.0,5.6,36.1,2021-05-13,50.13,6867.0,7179.0,6445.0,5802.0,48.56,5423.0,6525.0,5697.0,4178.0,0
243,-0.4,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-13,44.96,6950.0,5849.0,5365.0,4643.0,48.56,5423.0,6525.0,5697.0,4178.0,0
244,-0.2625,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
246,0.0,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
250,0.25,0.5363951364856667,Minnesota,6.2,23.1,16.3,50.2,83.8,7.0,5.6,36.1,2021-05-13,50.13,6867.0,7179.0,6445.0,5802.0,48.56,5423.0,6525.0,5697.0,4178.0,0
254,0.034090909090909,0.4053555954370895,Louisiana,6.5,23.4,15.9,51.2,62.8,32.8,5.3,24.1,2021-05-13,33.77,2699.0,3206.0,2215.0,2325.0,48.56,5423.0,6525.0,5697.0,4178.0,0
256,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
257,0.2857142857142857,0.365652201383185,South Dakota,6.9,24.5,17.2,49.5,84.6,2.3,4.2,28.8,2021-05-13,45.88,3081.0,4588.0,2797.0,2196.0,48.56,5423.0,6525.0,5697.0,4178.0,0
258,0.6000000000000001,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-13,40.83,3961.0,5862.0,3419.0,2769.0,48.56,5423.0,6525.0,5697.0,4178.0,0
260,0.1,0.551546869993999,Virginia,5.9,21.8,15.9,50.8,69.4,19.9,9.8,38.8,2021-05-13,50.52,6822.0,8419.0,6402.0,6016.0,48.56,5423.0,6525.0,5697.0,4178.0,0
261,-1.0,0.4830524533785844,Florida,5.3,19.7,20.9,51.1,77.3,16.9,26.4,29.9,2021-05-13,44.96,6950.0,5849.0,5365.0,4643.0,48.56,5423.0,6525.0,5697.0,4178.0,0
266,0.1552083333333333,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
271,0.0,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-13,53.64,7187.0,7963.0,6509.0,5555.0,48.56,5423.0,6525.0,5697.0,4178.0,0
272,0.1666666666666666,0.4160281990795189,Montana,5.7,21.4,19.3,49.7,88.9,0.6,4.1,32.0,2021-05-13,42.43,3521.0,4442.0,3492.0,3024.0,48.56,5423.0,6525.0,5697.0,4178.0,0
275,0.5,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-13,37.07,5491.0,4503.0,3387.0,2661.0,48.56,5423.0,6525.0,5697.0,4178.0,0
276,0.0,0.5962674416498447,Delaware,5.6,20.9,19.4,51.7,69.2,23.2,9.6,32.0,2021-05-13,49.85,7763.0,6612.0,4394.0,5956.0,48.56,5423.0,6525.0,5697.0,4178.0,0
277,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
278,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
280,0.3928571428571429,0.4053555954370895,Louisiana,6.5,23.4,15.9,51.2,62.8,32.8,5.3,24.1,2021-05-13,33.77,2699.0,3206.0,2215.0,2325.0,48.56,5423.0,6525.0,5697.0,4178.0,0
284,-0.2916666666666667,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
288,-0.3,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
291,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
293,-0.25,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-13,53.64,7187.0,7963.0,6509.0,5555.0,48.56,5423.0,6525.0,5697.0,4178.0,0
296,0.1,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
300,0.0,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
303,0.3125,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-13,38.31,4158.0,4139.0,3091.0,2896.0,48.56,5423.0,6525.0,5697.0,4178.0,0
305,0.0364583333333333,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-13,37.07,5491.0,4503.0,3387.0,2661.0,48.56,5423.0,6525.0,5697.0,4178.0,0
307,0.0,0.512231173400438,Nevada,6.0,22.5,16.1,49.8,73.9,10.3,29.2,24.7,2021-05-13,41.96,5481.0,5547.0,5068.0,4233.0,48.56,5423.0,6525.0,5697.0,4178.0,0
315,0.25,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
316,0.0,0.4161501417261114,Mississippi,6.2,23.5,16.4,51.5,59.1,37.8,3.4,22.0,2021-05-13,32.26,2325.0,2919.0,2245.0,1690.0,48.56,5423.0,6525.0,5697.0,4178.0,0
317,0.0,0.4161501417261114,Mississippi,6.2,23.5,16.4,51.5,59.1,37.8,3.4,22.0,2021-05-13,32.26,2325.0,2919.0,2245.0,1690.0,48.56,5423.0,6525.0,5697.0,4178.0,0
320,0.35,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
322,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
324,0.3111111111111111,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
325,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
328,0.0,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-13,61.31,10670.0,10392.0,7979.0,7481.0,48.56,5423.0,6525.0,5697.0,4178.0,0
331,0.1363636363636363,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
332,0.0,0.551546869993999,Virginia,5.9,21.8,15.9,50.8,69.4,19.9,9.8,38.8,2021-05-13,50.52,6822.0,8419.0,6402.0,6016.0,48.56,5423.0,6525.0,5697.0,4178.0,0
334,0.5,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-13,55.13,7703.0,7406.0,6748.0,5927.0,48.56,5423.0,6525.0,5697.0,4178.0,0
335,-0.125,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-13,40.83,3961.0,5862.0,3419.0,2769.0,48.56,5423.0,6525.0,5697.0,4178.0,0
337,1.0,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-13,36.33,4849.0,4925.0,4486.0,2921.0,48.56,5423.0,6525.0,5697.0,4178.0,0
340,0.1363636363636363,0.5551849015171975,New Mexico,5.8,22.7,18.0,50.5,81.9,2.6,49.3,27.3,2021-05-13,,1321.0,7006.0,139.0,139.0,48.56,5423.0,6525.0,5697.0,4178.0,False
343,-0.3,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-13,61.31,10670.0,10392.0,7979.0,7481.0,48.56,5423.0,6525.0,5697.0,4178.0,0
344,-0.1,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
346,0.2388888888888889,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
349,0.0,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-13,42.41,5301.0,5305.0,4011.0,3901.0,48.56,5423.0,6525.0,5697.0,4178.0,True
352,0.0,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-13,61.31,10670.0,10392.0,7979.0,7481.0,48.56,5423.0,6525.0,5697.0,4178.0,0
353,0.1287878787878787,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-13,55.13,7703.0,7406.0,6748.0,5927.0,48.56,5423.0,6525.0,5697.0,4178.0,0
356,-0.4,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
358,0.0,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-13,42.41,5301.0,5305.0,4011.0,3901.0,48.56,5423.0,6525.0,5697.0,4178.0,True
359,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
362,-0.0375,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
368,0.1,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
369,0.1363636363636363,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
371,0.1,0.4161501417261114,Mississippi,6.2,23.5,16.4,51.5,59.1,37.8,3.4,22.0,2021-05-13,32.26,2325.0,2919.0,2245.0,1690.0,48.56,5423.0,6525.0,5697.0,4178.0,0
373,-0.0444444444444444,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-13,52.15,9500.0,6442.0,8282.0,6428.0,48.56,5423.0,6525.0,5697.0,4178.0,False
374,0.275,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-13,53.64,7187.0,7963.0,6509.0,5555.0,48.56,5423.0,6525.0,5697.0,4178.0,0
375,0.3822222222222222,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-13,50.75,8290.0,7783.0,7981.0,7824.0,48.56,5423.0,6525.0,5697.0,4178.0,False
376,0.0,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-14,36.47,4237.0,5246.0,4516.0,2687.0,48.89,5400.0,6352.0,5527.0,3864.0,0
380,0.1,0.4161501417261114,Mississippi,6.2,23.5,16.4,51.5,59.1,37.8,3.4,22.0,2021-05-14,32.44,1994.0,2631.0,1958.0,1952.0,48.89,5400.0,6352.0,5527.0,3864.0,0
383,-0.5,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-14,52.38,7058.0,7753.0,7441.0,5411.0,48.89,5400.0,6352.0,5527.0,3864.0,False
385,0.6,0.5363951364856667,Minnesota,6.2,23.1,16.3,50.2,83.8,7.0,5.6,36.1,2021-05-14,50.31,7848.0,5656.0,6601.0,5387.0,48.89,5400.0,6352.0,5527.0,3864.0,0
389,0.1,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-14,51.03,8258.0,7417.0,8126.0,6670.0,48.89,5400.0,6352.0,5527.0,3864.0,False
392,0.0499999999999999,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-14,49.7,7367.0,8069.0,5512.0,6535.0,48.89,5400.0,6352.0,5527.0,3864.0,0
394,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-14,52.38,7058.0,7753.0,7441.0,5411.0,48.89,5400.0,6352.0,5527.0,3864.0,False
398,0.25,0.5011932966290864,Georgia,6.2,23.6,14.3,51.4,60.2,32.6,9.9,31.3,2021-05-14,37.22,4355.0,5044.0,3387.0,2090.0,48.89,5400.0,6352.0,5527.0,3864.0,0
403,0.0,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-13,40.23,4834.0,5262.0,5162.0,4307.0,48.56,5423.0,6525.0,5697.0,4178.0,0
407,0.0,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-14,49.7,7367.0,8069.0,5512.0,6535.0,48.89,5400.0,6352.0,5527.0,3864.0,0
408,0.4875,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-14,43.17,4324.0,4527.0,3862.0,3690.0,48.89,5400.0,6352.0,5527.0,3864.0,0
420,0.4,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
423,0.6,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-14,52.38,7058.0,7753.0,7441.0,5411.0,48.89,5400.0,6352.0,5527.0,3864.0,False
424,0.35,0.5363951364856667,Minnesota,6.2,23.1,16.3,50.2,83.8,7.0,5.6,36.1,2021-05-14,50.31,7848.0,5656.0,6601.0,5387.0,48.89,5400.0,6352.0,5527.0,3864.0,0
426,0.035,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-14,52.38,7058.0,7753.0,7441.0,5411.0,48.89,5400.0,6352.0,5527.0,3864.0,False
427,0.25,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
428,0.1083333333333333,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-14,42.59,4891.0,5066.0,3967.0,3709.0,48.89,5400.0,6352.0,5527.0,3864.0,True
430,0.65,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-14,40.4,4588.0,4922.0,5471.0,3938.0,48.89,5400.0,6352.0,5527.0,3864.0,0
431,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-14,51.11,6834.0,7819.0,7031.0,5564.0,48.89,5400.0,6352.0,5527.0,3864.0,False
432,0.0,0.4053555954370895,Louisiana,6.5,23.4,15.9,51.2,62.8,32.8,5.3,24.1,2021-05-13,33.77,2699.0,3206.0,2215.0,2325.0,48.56,5423.0,6525.0,5697.0,4178.0,0
435,0.0,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-14,40.4,4588.0,4922.0,5471.0,3938.0,48.89,5400.0,6352.0,5527.0,3864.0,0
436,0.0,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-13,55.13,7703.0,7406.0,6748.0,5927.0,48.56,5423.0,6525.0,5697.0,4178.0,0
438,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-14,51.11,6834.0,7819.0,7031.0,5564.0,48.89,5400.0,6352.0,5527.0,3864.0,False
440,0.0,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-13,52.15,9500.0,6442.0,8282.0,6428.0,48.56,5423.0,6525.0,5697.0,4178.0,False
445,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-13,50.88,7016.0,8385.0,6521.0,6185.0,48.56,5423.0,6525.0,5697.0,4178.0,False
446,0.590625,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-14,40.4,4588.0,4922.0,5471.0,3938.0,48.89,5400.0,6352.0,5527.0,3864.0,0
447,0.1666666666666666,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-14,51.03,8258.0,7417.0,8126.0,6670.0,48.89,5400.0,6352.0,5527.0,3864.0,False
449,0.5,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-13,52.2,7550.0,7375.0,7116.0,5840.0,48.56,5423.0,6525.0,5697.0,4178.0,False
452,0.0416666666666666,0.4180495199255704,Indiana,6.2,23.3,16.1,50.7,84.8,9.9,7.3,26.5,2021-05-13,38.6,5543.0,5756.0,4723.0,3914.0,48.56,5423.0,6525.0,5697.0,4178.0,0
